# participant=P001 | sex=male | age=22 | weight_kg=68 | height_cm=175
# exercise=cycling | trial_no=1 | label=cycling | session=2026-06-20T19:11:50.113Z | tz=Asia/Calcutta
datetime_local,muscle1_raw_mV,muscle2_raw_mV,muscle3_raw_mV,muscle4_raw_mV
2026-06-21 00:41:50.067,,1129,,
2026-06-21 00:41:50.068,,1125,,
2026-06-21 00:41:50.069,,1129,,
2026-06-21 00:41:50.070,,1126.6,,
2026-06-21 00:41:50.071,,1127.4,,
2026-06-21 00:41:50.072,,1125,,
2026-06-21 00:41:50.073,,1126.6,,
2026-06-21 00:41:50.074,,1127.4,,
2026-06-21 00:41:50.075,,1126.6,,
2026-06-21 00:41:50.076,,1129,,
2026-06-21 00:41:50.077,,1125,,
2026-06-21 00:41:50.078,,1128.2,,
2026-06-21 00:41:50.079,,1129,,
2026-06-21 00:41:50.080,,1126.6,,1426.4
2026-06-21 00:41:50.081,,1125,,1424
2026-06-21 00:41:50.082,,1129.8,,1423.2
2026-06-21 00:41:50.083,,1129,,1424.8
2026-06-21 00:41:50.084,,1128.2,,1425.6
2026-06-21 00:41:50.085,,1129.8,,1426.4
2026-06-21 00:41:50.086,,1129,,1427.2
2026-06-21 00:41:50.087,,1128.2,,1427.2
2026-06-21 00:41:50.088,,1130.6,,1427.2
2026-06-21 00:41:50.089,,1126.6,,1428
2026-06-21 00:41:50.090,,1128.2,,1428.8
2026-06-21 00:41:50.091,,1130.6,,1426.4
2026-06-21 00:41:50.092,,1129,,1426.4
2026-06-21 00:41:50.093,,1126.6,,1426.4
2026-06-21 00:41:50.094,,1125,,1426.4
2026-06-21 00:41:50.095,,1130.6,,1420.7
2026-06-21 00:41:50.096,,1130.6,,1420.7
2026-06-21 00:41:50.097,,1126.6,,1420.7
2026-06-21 00:41:50.098,,1130.6,,1424.8
2026-06-21 00:41:50.099,,1129,,1427.2
2026-06-21 00:41:50.100,,1130.6,,1424
2026-06-21 00:41:50.101,,1133,,1425.6
2026-06-21 00:41:50.102,,1129.8,,1427.2
2026-06-21 00:41:50.103,,1129,,1427.2
2026-06-21 00:41:50.104,,1132.2,,1427.2
2026-06-21 00:41:50.105,,1126.6,,1427.2
2026-06-21 00:41:50.099,1399.8,1125,,1427.2
2026-06-21 00:41:50.100,1395.8,1129,,1426.4
2026-06-21 00:41:50.101,1394.9,1129,,1423.2
2026-06-21 00:41:50.102,1395.8,1126.6,1348.2,1427.2
2026-06-21 00:41:50.103,1397.4,1129,1352.2,1427.2
2026-06-21 00:41:50.104,1399.8,1125,1349.8,1427.2
2026-06-21 00:41:50.105,1396.6,1129.8,1352.2,1428
2026-06-21 00:41:50.106,1396.6,1128.2,1354.7,1428.8
2026-06-21 00:41:50.107,1399,1130.6,1351.4,1427.2
2026-06-21 00:41:50.108,1397.4,1128.2,1352.2,1426.4
2026-06-21 00:41:50.109,1399,1128.2,1352.2,1427.2
2026-06-21 00:41:50.110,1399,1125.8,1351.4,1427.2
2026-06-21 00:41:50.111,1399,1126.6,1352.2,1426.4
2026-06-21 00:41:50.112,1399,1125,1353,1427.2
2026-06-21 00:41:50.113,1399,1125,1353,1427.2
