# participant=P002 | sex=male | age=22 | weight_kg=52 | height_cm=171
# exercise=calf_raise | trial_no=2 | label=calf_raise | session=2026-06-21T18:45:03.765Z | tz=Asia/Calcutta
datetime_local,muscle1_filtered_mV,muscle2_filtered_mV,muscle3_filtered_mV,muscle4_filtered_mV
2026-06-22 00:15:03.720,,,,559.68
2026-06-22 00:15:03.721,,,,696.39
2026-06-22 00:15:03.722,,,,374.59
2026-06-22 00:15:03.723,,,,416.25
2026-06-22 00:15:03.724,,,,233.54
2026-06-22 00:15:03.725,,,,208.48
2026-06-22 00:15:03.726,,,,121.63
2026-06-22 00:15:03.727,,,,67.39
2026-06-22 00:15:03.728,,,,33.16
2026-06-22 00:15:03.729,,,,-24.62
2026-06-22 00:15:03.730,,,,-32.07
2026-06-22 00:15:03.731,,,,-80.24
2026-06-22 00:15:03.732,,,,-81.45
2026-06-22 00:15:03.733,,,,-117.15
2026-06-22 00:15:03.734,,,,-113.56
2026-06-22 00:15:03.735,,,,-136.76
2026-06-22 00:15:03.736,,,,-140.22
2026-06-22 00:15:03.737,,,,-157.23
2026-06-22 00:15:03.738,,,,-161
2026-06-22 00:15:03.727,553.24,,,-166.15
2026-06-22 00:15:03.728,690.79,,,-162.75
2026-06-22 00:15:03.729,374.56,,,-160.87
2026-06-22 00:15:03.730,414.96,,,-157.19
2026-06-22 00:15:03.731,231.77,,,-149.24
2026-06-22 00:15:03.732,207.07,,,-142.76
2026-06-22 00:15:03.733,121.93,,,-128.75
2026-06-22 00:15:03.734,68.81,,,-115.18
2026-06-22 00:15:03.735,35.51,,,-98
2026-06-22 00:15:03.736,-22.21,,,-83.83
2026-06-22 00:15:03.737,-32.54,,,-71.85
2026-06-22 00:15:03.738,-77.55,,,-59.58
2026-06-22 00:15:03.739,-77.71,,,-47.71
2026-06-22 00:15:03.740,-117.67,460.8,,-36.81
2026-06-22 00:15:03.741,-118.19,576.56,,-26.7
2026-06-22 00:15:03.742,-142.87,308.41,,-20.67
2026-06-22 00:15:03.743,-143.5,340.94,,-20.25
2026-06-22 00:15:03.744,-156.02,194.18,542.71,-20.3
2026-06-22 00:15:03.745,-154.79,173.41,680.1,-17.63
2026-06-22 00:15:03.746,-162.06,101.24,368.77,-17.77
2026-06-22 00:15:03.747,-164.99,57.74,406.44,-19.69
2026-06-22 00:15:03.748,-160.71,29.05,229.47,-22.21
2026-06-22 00:15:03.749,-155.78,-18.17,204.61,-20.59
2026-06-22 00:15:03.750,-147.45,-26.02,118.11,-18.15
2026-06-22 00:15:03.751,-139.67,-66.65,65.59,-20.69
2026-06-22 00:15:03.752,-128.71,-67.21,31.93,-18.01
2026-06-22 00:15:03.753,-115.93,-97,-22.91,-12.03
2026-06-22 00:15:03.754,-98.95,-95.63,-30.8,-3.85
2026-06-22 00:15:03.755,-86.06,-116.4,-78.04,4.29
2026-06-22 00:15:03.756,-71.29,-117.17,-77.05,9.36
2026-06-22 00:15:03.757,-54.35,-129.63,-112.76,13.24
2026-06-22 00:15:03.758,-45.9,-132.22,-114.08,15.14
2026-06-22 00:15:03.759,-36.52,-135.88,-137.79,19.13
2026-06-22 00:15:03.760,-26.15,-135.3,-137.92,22.63
2026-06-22 00:15:03.761,-21.91,-134.03,-153.07,23.76
2026-06-22 00:15:03.762,-18.97,-130.29,-155.17,23.9
2026-06-22 00:15:03.763,-17.74,-123.49,-160.55,19.02
2026-06-22 00:15:03.764,-16.88,-115.92,-160.27,14.18
2026-06-22 00:15:03.765,-19.43,-105.99,-157.93,9.06
2026-06-22 00:15:03.766,-20.16,-96.04,-154.1,4.24
2026-06-22 00:15:03.767,-20.79,-81.85,-146.69,-1.68
2026-06-22 00:15:03.768,-23.14,-69.87,-137.97,-7.71
2026-06-22 00:15:03.769,-22.36,-57.54,-123.71,-9.09
2026-06-22 00:15:03.770,-18.21,-46.67,-112.22,-11.86
2026-06-22 00:15:03.771,-15.05,-37.54,-97.78,-11.76
2026-06-22 00:15:03.772,-11.54,-29.45,-82.82,-9.15
2026-06-22 00:15:03.773,-4.02,-22.54,-69.28,-7.71
2026-06-22 00:15:03.774,1.51,-17.95,-56.43,-4.34
2026-06-22 00:15:03.775,7.34,-15.76,-43.25,-0.23
2026-06-22 00:15:03.776,16.6,-15.97,-34.62,3.11
2026-06-22 00:15:03.783,17.77,-15.69,-27.99,7.61
2026-06-22 00:15:03.784,17.23,-15.49,-23.04,10.85
2026-06-22 00:15:03.785,21.25,-16.84,-19.97,14.62
2026-06-22 00:15:03.786,22.85,-17.58,-15.53,17.04
2026-06-22 00:15:03.787,20.81,-18.05,-12.57,16.49
2026-06-22 00:15:03.788,17.74,-17.28,-16.62,15.11
2026-06-22 00:15:03.789,14.4,-15.73,-21.31,11.75
2026-06-22 00:15:03.790,10.99,-13.58,-22.95,6.96
2026-06-22 00:15:03.791,5.82,-8.95,-24.4,2.95
2026-06-22 00:15:03.792,-1.18,-4.39,-21.6,-0.26
2026-06-22 00:15:03.793,-7.96,0.19,-16.31,-5.16
2026-06-22 00:15:03.794,-11.81,5.89,-12.16,-10.14
2026-06-22 00:15:03.795,-9.41,10.31,-9.34,-12.16
2026-06-22 00:15:03.796,-10.37,14.18,-6.1,-15.58
2026-06-22 00:15:03.797,-10.77,17.46,-0.04,-17.1
2026-06-22 00:15:03.798,-8.62,19.07,6.04,-12.87
2026-06-22 00:15:03.799,-4.83,20.27,10.62,-11.12
2026-06-22 00:15:03.800,-0.57,19.01,15.03,-9.35
2026-06-22 00:15:03.801,4.09,15.83,20.35,-3.52
2026-06-22 00:15:03.802,7.36,13.06,23.91,1.88
2026-06-22 00:15:03.803,11.4,8.75,23.12,4.34
2026-06-22 00:15:03.804,16.59,3.56,21.54,7.17
2026-06-22 00:15:03.805,15.82,-1.14,19.02,10.62
2026-06-22 00:15:03.806,17.18,-5.57,14.84,14.47
2026-06-22 00:15:03.807,14.81,-8.06,9.92,16.26
2026-06-22 00:15:03.808,10.64,-9.79,4.81,15.63
2026-06-22 00:15:03.809,8.97,-9.63,-0.74,11.19
2026-06-22 00:15:03.810,3.14,-9.03,-6.44,4.47
2026-06-22 00:15:03.811,-1.41,-8.54,-8.96,3.55
2026-06-22 00:15:03.812,-6.26,-4.2,-10.74,0.57
2026-06-22 00:15:03.813,-10.34,0.15,-11.92,-5.58
2026-06-22 00:15:03.814,-14.48,3.37,-10.84,-8.24
2026-06-22 00:15:03.815,-15.84,5.88,-8.98,-13.73
2026-06-22 00:15:03.816,-12.68,8.01,-5.38,-16.36
2026-06-22 00:15:03.817,-14.57,12.15,-1.63,-15.28
2026-06-22 00:15:03.818,-11.67,13.97,3.17,-14.62
2026-06-22 00:15:03.819,-7.99,13.53,8.69,-10.93
2026-06-22 00:15:03.820,-4.42,12.75,11.97,-5.86
2026-06-22 00:15:03.821,1.26,10.03,13.68,-0.44
2026-06-22 00:15:03.822,4.08,7.26,15.39,2.29
2026-06-22 00:15:03.823,9.38,2.92,16.19,5.52
2026-06-22 00:15:03.824,10.82,-2.14,14.87,9.22
2026-06-22 00:15:03.825,13.37,-5.05,11.5,12.55
2026-06-22 00:15:03.826,15.23,-7.9,7.62,14.6
2026-06-22 00:15:03.827,15.41,-10.94,4.22,13.47
2026-06-22 00:15:03.828,11.95,-11.98,-0.04,11.24
2026-06-22 00:15:03.829,6.64,-12.75,-5.86,8.49
2026-06-22 00:15:03.830,4.39,-11.3,-10.23,5.69
2026-06-22 00:15:03.831,-0.26,-8.21,-12.96,3.87
2026-06-22 00:15:03.832,-3.78,-6.4,-15.12,-1.08
2026-06-22 00:15:03.827,-7.57,-3.19,-15.24,-6.45
2026-06-22 00:15:03.828,-14.55,0.75,-14.72,-9.23
2026-06-22 00:15:03.829,-17.5,4.46,-11.98,-12.55
2026-06-22 00:15:03.830,-13.1,8.3,-6.88,-13.45
2026-06-22 00:15:03.831,-11.11,9.32,-1.42,-13.86
2026-06-22 00:15:03.832,-11.65,10.58,3.12,-12.34
2026-06-22 00:15:03.833,-7.64,11.74,6.41,-9.65
2026-06-22 00:15:03.834,-3.16,10.84,8.01,-6.27
2026-06-22 00:15:03.835,0.33,8.97,10.66,-1.75
2026-06-22 00:15:03.836,4.41,6.13,13.53,2
2026-06-22 00:15:03.837,5.95,3,13.52,5.77
2026-06-22 00:15:03.838,11.62,-0.86,11.68,9.04
2026-06-22 00:15:03.839,15.8,-3.77,9.49,12.39
2026-06-22 00:15:03.840,12.05,-7.45,6.61,11.48
2026-06-22 00:15:03.841,9.53,-11.15,2.33,11.13
2026-06-22 00:15:03.842,10.77,-12.67,-1.13,14.71
2026-06-22 00:15:03.843,7.91,-11.74,-4.39,10.42
2026-06-22 00:15:03.844,2.2,-10.42,-8.55,4.94
2026-06-22 00:15:03.845,-1.21,-9.05,-12.17,1.23
2026-06-22 00:15:03.846,-2.35,-5.72,-13.61,-3.07
2026-06-22 00:15:03.847,-6.74,-1.84,-13.93,-2.97
2026-06-22 00:15:03.848,-11.39,1.17,-12.26,-5.42
2026-06-22 00:15:03.849,-12.07,3.79,-9.02,-8.92
2026-06-22 00:15:03.850,-13.32,5.94,-7.32,-13.11
2026-06-22 00:15:03.851,-11.42,9.38,-3.39,-14
2026-06-22 00:15:03.852,-9.34,10.93,2.55,-10.98
2026-06-22 00:15:03.853,-7.81,10.68,4.75,-10.07
2026-06-22 00:15:03.854,-0.87,10.19,7.53,-5.34
2026-06-22 00:15:03.855,3.71,8.71,10.72,0.05
2026-06-22 00:15:03.856,2.04,6.55,11.81,0.95
2026-06-22 00:15:03.857,6.85,2.08,12.51,4.06
2026-06-22 00:15:03.858,11.11,-0.59,11.33,6.7
2026-06-22 00:15:03.859,10.94,-3.83,9.5,7.08
2026-06-22 00:15:03.860,12.72,-8.14,6.39,8.99
2026-06-22 00:15:03.861,9.01,-9.49,2.88,10.09
2026-06-22 00:15:03.862,6.44,-10.05,-0.2,10.44
2026-06-22 00:15:03.863,6.64,-10.75,-4.91,10.41
2026-06-22 00:15:03.864,2.51,-9.72,-7.9,8.83
2026-06-22 00:15:03.865,0.97,-8.1,-8.45,3.63
2026-06-22 00:15:03.866,-2.57,-5.77,-11.11,-2.99
2026-06-22 00:15:03.867,-8.87,-1.73,-12.58,-5.41
2026-06-22 00:15:03.868,-10.8,1.77,-10.71,-5.08
2026-06-22 00:15:03.869,-9.77,3.83,-9.8,-7.09
2026-06-22 00:15:03.870,-11.3,6.72,-5.92,-11.03
2026-06-22 00:15:03.871,-9.32,8.48,-0.38,-11.52
2026-06-22 00:15:03.872,-6.91,9.31,0.24,-8.39
2026-06-22 00:15:03.873,-5.52,9.81,2.35,-8.9
2026-06-22 00:15:03.874,1.25,8.15,7.52,-6.67
2026-06-22 00:15:03.875,2.29,7.52,9.59,-0.23
2026-06-22 00:15:03.876,3.47,4.18,10.5,0
2026-06-22 00:15:03.883,6.17,1.82,11.25,1.52
2026-06-22 00:15:03.884,7.11,-0.07,9.99,8.7
2026-06-22 00:15:03.885,8.1,-3.15,8.51,10.91
2026-06-22 00:15:03.886,9.87,-6.08,5.39,8.78
2026-06-22 00:15:03.887,10.83,-6.75,2.44,7.96
2026-06-22 00:15:03.888,7.07,-8.66,0.22,8.26
2026-06-22 00:15:03.889,5.32,-8.83,-3.97,7.46
2026-06-22 00:15:03.890,2.19,-6.59,-7.63,5.01
2026-06-22 00:15:03.891,-3.03,-6.81,-10.43,1.67
2026-06-22 00:15:03.892,-5.12,-3.98,-11.06,-0.25
2026-06-22 00:15:03.893,-9.12,-2.45,-9.14,-2.46
2026-06-22 00:15:03.894,-8.76,4.71,-8.96,-6.93
2026-06-22 00:15:03.895,-8.26,2.42,-8.15,-7.88
2026-06-22 00:15:03.896,-11.2,-5.22,-4.68,-10.73
2026-06-22 00:15:03.897,-6.38,6.13,-2.32,-11.37
2026-06-22 00:15:03.898,-4.25,11.11,0.24,-9.31
2026-06-22 00:15:03.899,-7.43,7.93,4.61,-8.21
2026-06-22 00:15:03.900,-2.08,9.8,7.96,-3.98
2026-06-22 00:15:03.901,4.48,6.64,8.42,-2.85
2026-06-22 00:15:03.902,4.3,5.87,9.95,1.52
2026-06-22 00:15:03.903,5.68,3.06,10.22,5.42
2026-06-22 00:15:03.904,8.81,-0.02,8.86,6.08
2026-06-22 00:15:03.905,11.08,-1.54,8.02,11.22
2026-06-22 00:15:03.906,9.02,-5.24,5.53,11.03
2026-06-22 00:15:03.907,6.27,-7.31,2.86,9.07
2026-06-22 00:15:03.908,6.16,-7.96,-1.58,8.36
2026-06-22 00:15:03.909,6.98,-8.83,-5.69,5.96
2026-06-22 00:15:03.910,4.71,-8.82,-6.72,4.98
2026-06-22 00:15:03.911,-0.8,-5.52,-8.23,3.36
2026-06-22 00:15:03.912,-3.74,-5.3,-9.98,2.39
2026-06-22 00:15:03.913,-9.19,-2.75,-10,-3.41
2026-06-22 00:15:03.914,-10.91,1.2,-9.52,-6.84
2026-06-22 00:15:03.915,-9.44,3.9,-7.95,-8.97
2026-06-22 00:15:03.916,-10.27,5.78,-5.56,-12.48
2026-06-22 00:15:03.917,-8.09,6.78,-3.03,-10.48
2026-06-22 00:15:03.918,-8.13,8.29,2.04,-8.25
2026-06-22 00:15:03.919,-7.08,8.42,5.97,-6.88
2026-06-22 00:15:03.920,-1.82,7.8,6.05,-4.33
2026-06-22 00:15:03.921,-0.31,6.14,8.28,-2.57
2026-06-22 00:15:03.922,5.73,3.63,10.62,-0.28
2026-06-22 00:15:03.923,8.28,1.68,9.15,3.05
2026-06-22 00:15:03.924,6.12,-0.56,8.52,6.77
2026-06-22 00:15:03.925,9.09,-3.28,7.02,7.84
2026-06-22 00:15:03.926,9.5,-5.22,4.67,7.8
2026-06-22 00:15:03.927,7.75,-6.92,2.12,7.93
2026-06-22 00:15:03.928,9.65,-7.81,-1.18,6.39
2026-06-22 00:15:03.929,7.96,-7.86,-3.58,5.49
2026-06-22 00:15:03.930,3.38,-7.44,-5.19,5.07
2026-06-22 00:15:03.931,-0.05,-6.57,-7.97,4.62
2026-06-22 00:15:03.932,-0.76,-5.13,-10.02,0.34
2026-06-22 00:15:03.928,-4.41,-1.46,-9.35,-3.2
