# participant=P001 | sex=male | age=22 | weight_kg=68 | height_cm=175
# exercise=stair_ascent | trial_no=3 | label=stair_ascent | session=2026-06-21T17:53:23.000Z | tz=Asia/Calcutta
datetime_local,muscle1_filtered_mV,muscle2_filtered_mV,muscle3_filtered_mV,muscle4_filtered_mV
2026-06-21 23:23:22.954,,,534.94,
2026-06-21 23:23:22.955,,,666.46,
2026-06-21 23:23:22.956,,,355.1,
2026-06-21 23:23:22.957,,,394.46,
2026-06-21 23:23:22.958,,,223.91,
2026-06-21 23:23:22.959,,,203.68,
2026-06-21 23:23:22.960,,,121.78,
2026-06-21 23:23:22.961,,,69.86,
2026-06-21 23:23:22.962,,,35.17,
2026-06-21 23:23:22.963,,,-23.52,
2026-06-21 23:23:22.964,,,-35.12,
2026-06-21 23:23:22.965,,,-82.82,
2026-06-21 23:23:22.966,,,-80.22,
2026-06-21 23:23:22.967,,,-110.37,
2026-06-21 23:23:22.968,,,-109.27,
2026-06-21 23:23:22.969,,,-131.48,
2026-06-21 23:23:22.970,,,-130.26,549.13
2026-06-21 23:23:22.971,,,-147.76,685.71
2026-06-21 23:23:22.972,,,-159.57,369
2026-06-21 23:23:22.973,,,-164.74,407.56
2026-06-21 23:23:22.974,,,-156.33,229.8
2026-06-21 23:23:22.975,,,-153.36,205.15
2026-06-21 23:23:22.976,,,-150.34,117.64
2026-06-21 23:23:22.977,,,-141.81,65.93
2026-06-21 23:23:22.978,,,-132.61,33.91
2026-06-21 23:23:22.979,,,-120.93,-22.78
2026-06-21 23:23:22.980,,,-108.3,-32.45
2026-06-21 23:23:22.981,,,-94.9,-79.1
2026-06-21 23:23:22.982,,,-85.05,-77.39
2026-06-21 23:23:22.983,,,-69.64,-114.47
2026-06-21 23:23:22.984,,,-54.98,-113.62
2026-06-21 23:23:22.985,,,-44.13,-138.14
2026-06-21 23:23:22.986,,,-34.27,-142.27
2026-06-21 23:23:22.987,,,-27.12,-154.13
2026-06-21 23:23:22.988,,,-24.59,-156.16
2026-06-21 23:23:22.984,546.55,,-20.33,-161.79
2026-06-21 23:23:22.985,681.31,,-15.99,-160.42
